Metabolite	A01_NonContext	A02_NonContext	B01_NonContext	B02_NonContext	C01_NonContext	C02_NonContext	D01_NonContext	D02_NonContext	E01_NonContext	E02_NonContext	F01_NonContext	F02_NonContext	G01_NonContext	H01_NonContext	H25361_NonContext	H25362_NonContext	H25363_NonContext	H25364_NonContext	H25365_NonContext	A01_Context	A02_Context	B01_Context	B02_Context	C01_Context	C02_Context	D01_Context	D02_Context	E01_Context	E02_Context	F01_Context	F02_Context	G01_Context	H01_Context	H25361_Context	H25362_Context	H25363_Context	H25364_Context	H25365_Context
Prevotella_dentalis_DSM_3688_psai17[c]	0.363337398	0.005107916	0.01811392	0.946653322	0.138678399	0.006031487	0.679808796	0.007768882	0.009198565	0.000178554	0.000755853	0.002950999	0.015801732	0.339658148	0.001461966	0.019183642	0.104593816	0.022045873	0.126097377	0	0	0	0.946653322	0.106775678	0	0.679808796	0	0	0	0.000363154	0	0.015801662	0	0	0	0	0.016719731	0.126097377
Prevotella_dentalis_DSM_3688_psd5p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_pser_L[c]	1849.916415	0	580.1262812	0	1743.595947	0	0	0	0	0.566066194	24.6112307	0	435.7550935	0	0	622.3819699	1976.128328	416.1237639	1104.695114	0	0	0	0	1889.428389	0	0	0	0	0	3.144517456	0	527.3907952	0	0	0	0	312.439543	1104.695114
Prevotella_dentalis_DSM_3688_psi14[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_psi15[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_psi16[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_psi17[c]	0.363337398	0.005107916	0.01811392	0.946653322	0.138678399	0.006031487	0.679808796	0.007768882	0.009198565	0.000178554	0.000755853	0.002950999	0.015801732	0.339658148	0.001461966	0.019183642	0.104593816	0.022045873	0.126097377	0	0	0	0.946653322	0.106775678	0	0.679808796	0	0	0	0.000363154	0	0.015801662	0	0	0	0	0.016719731	0.126097377
Prevotella_dentalis_DSM_3688_ptrc[c]	17.1141281	0.240595999	0.853212349	44.58981191	6.532110088	0.284098609	32.0207468	0.365934348	0.43327611	0.008410345	0.035602631	0.138999653	0.744302308	15.99877439	0.068862349	0.903598992	4.926638377	1.038417474	5.939511536	0	0	0	44.58981191	5.029409701	0	32.0207468	0	0	0	0.017105503	0	0.744299037	0	0	0	0	0.78754242	5.939511536
Prevotella_dentalis_DSM_3688_ptrc[p]	0.105660617	0.001485411	0.005267633	0.275292263	0.040328481	0.001753991	0.197692331	0.002259236	0.002674996	5.19E-05	0.000219806	0.000858168	0.004595235	0.098774554	0.000425148	0.005578714	0.030416487	0.006411068	0.036669847	0	0	0	0.275292263	0.031050985	0	0.197692331	0	0	0	0.000105607	0	0.004595215	0	0	0	0	0.004862194	0.036669847
Prevotella_dentalis_DSM_3688_ptrc[u]	0.105660617	0.001485411	0.005267633	0.275292263	0.040328481	0.001753991	0.197692331	0.002259236	0.002674996	5.19E-05	0.000219806	0.000858168	0.004595235	0.098774554	0.000425148	0.005578714	0.030416487	0.006411068	0.036669847	0	0	0	0.275292263	0.031050985	0	0.197692331	0	0	0	0.000105607	0	0.004595215	0	0	0	0	0.004862194	0.036669847
Prevotella_dentalis_DSM_3688_ptvst[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_ptvst[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_ptvstgluc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_ptvstgluc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_pvs[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_pvs[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_pvsgluc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_pvsgluc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_pyam5p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_pydam[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_pydx[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_pydx5p[c]	17.1141281	0.240595999	0.853212349	44.58981191	6.532110088	0.284098609	32.0207468	0.365934348	0.43327611	0.008410345	0.035602631	0.138999653	0.744302308	15.99877439	0.068862349	0.903598992	4.926638377	1.038417474	5.939511536	0	0	0	44.58981191	5.029409701	0	32.0207468	0	0	0	0.017105503	0	0.744299037	0	0	0	0	0.78754242	5.939511536
Prevotella_dentalis_DSM_3688_pydxn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_pyr[c]	137.6689961	96.10477199	65.42580468	1914.855381	8.573836285	87.50157701	1470.153217	19.86651556	175.4047268	4.847896243	0.046730861	82.91635629	0.97694712	579.169772	9.347558738	1.186034791	6.46654608	1.362993167	7.796010606	0	0	0	1914.855381	196.1369936	0	1470.153217	0	0	0	3.256296116	0	156.3009565	0	0	0	0	314.731184	7.796010606
Prevotella_dentalis_DSM_3688_q8[c]	17.00846748	192.1217454	468.9915959	1082.864696	6.491781607	60.98984153	31.82305447	21.15410845	176.9274881	0.008358421	0.035382824	0.138141485	434.4215589	117.4317505	0.0684372	0.898020278	2004.896222	1.032006406	765.6986475	0	0	0	1082.864696	1213.924816	0	31.82305447	0	0	0	4.364656784	0	594.3408477	0	0	0	0	0.782680225	765.6986475
Prevotella_dentalis_DSM_3688_q8h2[c]	-2.84E-14	191.8826349	468.1436512	1038.550176	0	60.70749692	0	20.79043334	176.4968869	2.98E-14	3.55E-15	7.11E-15	433.6818519	101.5317506	-2.13E-14	0	2000	-5.68E-14	759.7958058	0	0	0	1038.550176	1208.926457	0	0	0	0	0	4.347656889	0	593.6011439	0	0	0	0	0	759.7958058
Prevotella_dentalis_DSM_3688_R_6oh_warf[p]	0	5.68E-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_R_6oh_warf[u]	0	-7.083815779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_R_6oh_warf_glc[p]	0	7.083815779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_R_6oh_warf_glc[u]	0	7.083815779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_R_7oh_warf[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_R_7oh_warf[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_R_7oh_warf_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_R_7oh_warf_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_R_8oh_warf[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_R_8oh_warf[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_R_8oh_warf_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_R_8oh_warf_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_r1p[c]	0.316981852	0.004456234	0.015802899	0.825876788	0.120985442	0.005261974	0.593076992	0.006777707	0.008024987	0.000155773	0.000659419	0.002574503	0.013785705	0.296323663	0.001275444	0.016736142	0.09124946	0.019233203	0.11000954	0	0	0	0.825876788	0.093152955	0	0.593076992	0	0	0	0.000316822	0	0.013785645	0	0	0	0	0.014586583	0.11000954
Prevotella_dentalis_DSM_3688_r406[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_r406[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_r406_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_r406_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_r529[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_r529[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_r529_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_r529_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_r5p[c]	-1.14E-13	0	0	0	1.14E-13	0	-1.14E-13	0	1.14E-13	0	0	1.14E-13	0	0	0	-1.14E-13	-1.14E-13	-1.14E-13	0	0	0	0	0	0	0	-1.14E-13	0	0	0	0	0	1.14E-13	0	0	0	0	-1.14E-13	0
Prevotella_dentalis_DSM_3688_raffin[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_raffin[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_raffin[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rbl_D[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rbl_L[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.8072473	0	0	0	0	21.91840699	0	0	0	0	0	0	0	0	0	0	0	0	0	151.8072473
Prevotella_dentalis_DSM_3688_rdmbzi[c]	0.105660617	0.001485411	0.005267633	0.275292263	0.040328481	0.001753991	0.197692331	0.002259236	0.002674996	5.19E-05	0.000219806	0.000858168	0.004595235	0.098774554	0.000425148	0.005578714	0.030416487	0.006411068	0.036669847	0	0	0	0.275292263	0.031050985	0	0.197692331	0	0	0	0.000105607	0	0.004595215	0	0	0	0	0.004862194	0.036669847
Prevotella_dentalis_DSM_3688_regfnb[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_regfnb[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_regfnb_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_regfnb_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rep[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rep[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rep_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rep_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rhcys[c]	0	0	0	0	0	0	0	0	0	0	0.000439613	0	0	0	0	0.011157428	0	0	0	0	0	0	0	0.06210197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rib_D[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_ribflv[c]	17.21978872	0.242081411	0.858479982	44.86510417	6.572438569	0.285852601	32.21843913	0.368193584	0.435951106	0.00846227	0.035822437	0.13985782	0.748897543	16.09754895	0.069287497	0.909177706	4.957054864	1.044828541	5.976181383	0	0	0	44.86510417	5.060460686	0	32.21843913	0	0	0	0.01721111	0	0.748894252	0	0	0	0	0.792404614	5.976181383
Prevotella_dentalis_DSM_3688_ribflv[p]	0.211321234	0.002970823	0.010535266	0.550584525	0.080656961	0.003507983	0.395384661	0.004518471	0.005349992	0.000103849	0.000439613	0.001716335	0.00919047	0.197549109	0.000850296	0.011157428	0.060832974	0.012822135	0.073339694	0	0	0	0.550584525	0.06210197	0	0.395384661	0	0	0	0.000211215	0	0.00919043	0	0	0	0	0.009724389	0.073339694
Prevotella_dentalis_DSM_3688_ribflv[u]	0.211321234	0.002970823	0.010535266	0.550584525	0.080656961	0.003507983	0.395384661	0.004518471	0.005349992	0.000103849	0.000439613	0.001716335	0.00919047	0.197549109	0.000850296	0.011157428	0.060832974	0.012822135	0.073339694	0	0	0	0.550584525	0.06210197	0	0.395384661	0	0	0	0.000211215	0	0.00919043	0	0	0	0	0.009724389	0.073339694
Prevotella_dentalis_DSM_3688_rml[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rml1p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rmn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rmn[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rmn[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rnam[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rnatrans[c]	34.12259558	0.479706587	1.701157066	88.90433156	13.0238917	0.566443227	63.84380126	0.72960946	0.863877225	0.016768766	0.070985455	0.277141138	1.484009382	31.89877423	0.137299549	1.801619269	9.822860267	2.07042388	11.84235323	0	0	0	88.90433156	10.02776842	0	63.84380126	0	0	0	0.034105398	0	1.48400286	0	0	0	0	1.570222645	11.84235323
Prevotella_dentalis_DSM_3688_rpn_104557[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.84E-14	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rpn_104557[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-365.0184316	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rpn_104557_cb_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365.0184316	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rpn_104557_cb_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365.0184316	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rpn_96990[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rpn_96990[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rpn_96990_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rpn_96990_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rpn_oh[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rpn_oh[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rpn_oh_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rpn_oh_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rsv[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rsv[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rsvgluc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_rsvgluc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_ru5p_D[c]	-339.2874054	-0.544266699	-69.21469272	-45.24030268	-548.1004265	-0.288243133	-342.0279545	-4.516879233	-35.67251031	-0.008533038	-0.036561626	-5.770650753	-0.755160434	-243.185937	-11.60370717	-236.0284759	-108.4901676	-166.7522085	-152.9588569	0	0	0	-45.24030268	-22.89355733	0	-342.0279545	0	0	0	-1.724841028	0	-30.39699557	0	0	0	0	-126.9568312	-152.9588569
Prevotella_dentalis_DSM_3688_ru5p_L[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.8072473	0	0	0	0	21.91840699	0	0	0	0	0	0	0	0	0	0	0	0	0	151.8072473
Prevotella_dentalis_DSM_3688_S_4oh_warf[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_S_4oh_warf[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1504.915122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_S_4oh_warf_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1504.915122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_S_4oh_warf_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1504.915122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_S_6oh_warf[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_S_6oh_warf[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_S_6oh_warf_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_S_6oh_warf_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_s17bp[c]	321.9236108	0.300160806	45.02936577	0	340.1900951	0	309.5400786	4.145606515	35.23291342	0	0	5.629623327	0	226.9537672	5.594449501	144.7491054	103.4916578	165.6699192	0	0	0	0	0	0	0	309.5400786	0	0	0	1.707485985	0	29.64183845	0	0	0	0	126.1577999	0
Prevotella_dentalis_DSM_3688_s7p[c]	325.3373718	0.348152572	45.19955633	8.894344946	341.4930573	0.056669246	315.9272678	4.218599564	35.31933916	0.001677614	0.007101669	5.657349636	0.148466235	230.1450482	5.608185497	144.9293466	104.474376	165.8770527	1.184756386	0	0	0	8.894344946	1.003218064	0	315.9272678	0	0	0	1.710898025	0	29.79030403	0	0	0	0	126.3148912	1.184756386
Prevotella_dentalis_DSM_3688_sb_611855[p]	2.63E-14	4.89E-14	-7.86E-15	-2.69E-14	5.55E-15	-2.93E-17	-6.29E-15	4.42E-14	3.57E-15	1.95E-14	0	2.37E-14	4.53E-14	1.29E-14	-1.96E-15	0	-1.35E-14	-9.77E-15	1.68E-14	0	0	0	-2.69E-14	0	0	-6.29E-15	0	0	0	-2.88E-14	0	5.40E-14	0	0	0	0	-5.00E-14	1.68E-14
Prevotella_dentalis_DSM_3688_sb_611855[u]	-0.105660617	-0.001485411	-0.005267633	-0.275292263	-0.040328481	-0.001753991	-0.197692331	-0.002259236	-0.002674996	-5.19E-05	0	-0.000858168	-0.004595235	-0.098774554	-0.000425148	0	-0.030416487	-0.006411068	-0.036669847	0	0	0	-0.275292263	0	0	-0.197692331	0	0	0	-0.000105607	0	-0.004595215	0	0	0	0	-0.004862194	-0.036669847
Prevotella_dentalis_DSM_3688_sb_y[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sb_y[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sbzcoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sch_488128[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sch_488128[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sch_57871[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
