Reaction	A01	A02	B01	B02	C01	C02	D01	D02	E01	E02	F01	F02	G01	H01	H25361	H25362	H25363	H25364	H25365
3HAD8M10	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3HAD8M9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3HAD9M10	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAR100	0	0	0	12.80954153	0	0	12.80954153	0	0	0	0	0	0	0	0	0	0	0	1.320748673
3OAR10M11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR10M12	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAR11M12	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAR120	0	0	0	12.80954153	0	0	12.80954153	0	0	0	0	0	0	0	0	0	0	0	1.320748673
3OAR12M13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR12M14	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAR13M14	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAR140	0	0	0	11.03084722	0	0	11.03084722	0	0	0	0	0	0	0	0	0	0	0	1.137353496
3OAR14M15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR14M16	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAR15M16	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAR160	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAR180	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAR40	0	0	0	12.80954153	0	0	12.80954153	0	0	0	0	0	0	0	0	0	0	0	1.320748673
3OAR4M5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR4M6	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAR5M6	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAR60	0	0	0	12.80954153	0	0	12.80954153	0	0	0	0	0	0	0	0	0	0	0	1.320748673
3OAR6M7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR6M8	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAR7M8	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAR80	0	0	0	12.80954153	0	0	12.80954153	0	0	0	0	0	0	0	0	0	0	0	1.320748673
3OAR8M10	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAR8M9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAR9M10	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAS100	0	0	0	12.80954153	0	0	12.80954153	0	0	0	0	0	0	0	0	0	0	0	1.320748673
3OAS10M11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS10M12	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAS11M12	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAS120	0	0	0	12.80954153	0	0	12.80954153	0	0	0	0	0	0	0	0	0	0	0	1.320748673
3OAS12M13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS12M14	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAS13M14	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAS140	0	0	0	11.03084722	0	0	11.03084722	0	0	0	0	0	0	0	0	0	0	0	1.137353496
3OAS160	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAS180	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAS2M3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS3M4	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAS4M3O6	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAS4M5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS4M6	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAS5M6	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAS60	0	0	0	12.80954153	0	0	12.80954153	0	0	0	0	0	0	0	0	0	0	0	1.320748673
3OAS6M7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS6M8	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAS7M8	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAS80	0	0	0	12.80954153	0	0	12.80954153	0	0	0	0	0	0	0	0	0	0	0	1.320748673
3OAS8M10	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
3OAS8M9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS9M10	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
4ABZt2pp	0	0	0	0.330126886	0	0	0.330126886	0	0	0	0	0	0	0	0	0	0	0	0.034038271
4ABZtex	0	0	0	0.330126886	0	0	0.330126886	0	0	0	0	0	0	0	0	0	0	0	0.034038271
4HBZCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4NTPPH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5AIZCDC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5DOAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5PISO	0	0	0	4.446220471	0	0	4.446220471	0	0	0	0	0	0	0	0	0	0	0	0.458434814
AACOAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABUTD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACBIPGT	0	0	0	0.110042295	0	0	0.110042295	0	0	0	0	0	0	0	0	0	0	0	0.01134609
ACCOAC	0	0	0	148.5247771	0	0	148.5247771	0	0	0	0	0	0	0	0	0	0	0	0
ACCOALYS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACGAM2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACGAMH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACGAMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKr	0	0	0	-100.0649366	0	0	-100.0649366	0	0	0	0	0	0	0	0	0	0	0	8.91240985
ACNML	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOAAGPAT140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOAAGPAT160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOAAGPAT180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156064163
ACOAAGPATAI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOAAGPATAI17	0	0	0	1.513619067	0	0	1.513619067	0	0	0	0	0	0	0	0	0	0	0	0.156064163
ACOAAGPATI14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOAAGPATI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOAAGPATI16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOAAGPATI17	0	0	0	1.513619067	0	0	1.513619067	0	0	0	0	0	0	0	0	0	0	0	0.156064163
ACOATA	0	0	0	12.80954153	0	0	12.80954153	0	0	0	0	0	0	0	0	0	0	0	1.320748673
ACOCT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACPS1	0	0	0	0.110042295	0	0	0.110042295	0	0	0	0	0	0	0	0	0	0	0	0.01134609
ACtex	0	0	0	-103.6223252	0	0	-103.6223252	0	0	0	0	0	0	0	0	0	0	0	8.545619494
ACtrpp	0	0	0	-103.6223252	0	0	-103.6223252	0	0	0	0	0	0	0	0	0	0	0	8.545619494
ADAD	0	0	0	-18.76422811	0	0	-17.21954914	0	0	0	0	0	0	0	0	0	0	0	-395.2157774
ADK1	0	0	0	53.9416262	0	0	53.9416262	0	0	0	0	0	0	0	0	0	0	0	13.96598744
ADK2	0	0	0	0.110042295	0	0	0.110042295	0	0	0	0	0	0	0	0	0	0	0	0.01134609
ADNCNT3tcpp	0	0	0	1000	0	0	5.231317964	0	0	0	0	0	0	0	0	0	0	0	3.164993094
ADNCYC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADNK1	0	0	0	5.231317964	0	0	5.231317964	0	0	0	0	0	0	0	0	0	0	0	0.539383572
ADNtex	0	0	0	1000	0	0	5.231317964	0	0	0	0	0	0	0	0	0	0	0	3.164993094
ADOCBIK	0	0	0	0.110042295	0	0	0.110042295	0	0	0	0	0	0	0	0	0	0	0	0.01134609
ADOCBLS	0	0	0	0.110042295	0	0	0.110042295	0	0	0	0	0	0	0	0	0	0	0	0.01134609
ADOCBLabcpp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADOCBLtex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADPRDP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADSL1r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADSL2r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADSS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGMD	0	0	0	0.110042295	0	0	0.110042295	0	0	0	0	0	0	0	0	0	0	0	0.01134609
AGMHE	0	0	0	3.555327431	0	0	3.555327431	0	0	0	0	0	0	0	0	0	0	0	0.366577834
AGPAT120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGPAT140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGPAT141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGPAT160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGPAT161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGPAT180	0	0	0	1.513619067	0	0	1.513619067	0	0	0	0	0	0	0	0	0	0	0	0
AGPAT181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHCYSNS_r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHEXASE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHSERL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHSERL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AICART	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIHPDCOATA	0	0	0	3.027238134	0	0	3.027238134	0	0	0	0	0	0	0	0	0	0	0	0.312128326
AIPDCOATA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIRC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKP1	0	0	0	0.330126886	0	0	0.330126886	0	0	0	0	0	0	0	0	0	0	0	0.034038271
ALAALA	0	0	0	0.888831858	0	0	0.888831858	0	0	0	0	0	0	0	0	0	0	0	0.091644459
ALAASP1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALAGLN1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALAGLU1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALAGLY1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALAHIS1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALALEU1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALAR	0	0	0	1.777663715	0	0	1.777663715	0	0	0	0	0	0	0	0	0	0	0	0.183288917
ALATHR1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALA_Ltex	0	0	0	17.87411689	0	0	17.87411689	0	0	0	0	0	0	0	0	0	0	0	1.842939978
ALAt2rpp	0	0	0	17.87411689	0	0	17.87411689	0	0	0	0	0	0	0	0	0	0	0	1.842939978
ALKP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMALT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMALT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMALT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMALT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMMQT8r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMOPBHL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMPTASECG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMPTASEGC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AOBUTDs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AOXSr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APRAUR	0	0	0	0.220084591	0	0	0.220084591	0	0	0	0	0	0	0	0	0	0	0	0.022692181
ARAI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGDC	0	0	0	0.110042295	0	0	0.110042295	0	0	0	0	0	0	0	0	0	0	0	0.01134609
ARG_Ltex	0	0	0	8.877177527	0	0	8.877177527	0	0	0	0	0	0	0	0	0	0	0	0.915295869
ARGt2pp	0	0	0	8.877177527	0	0	8.877177527	0	0	0	0	0	0	0	0	0	0	0	0.915295869
ASAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASNS2	0	0	0	7.137023788	0	0	7.137023788	0	0	0	0	0	0	0	0	0	0	0	0.735874479
ASPCT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPKi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPO6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPT	0	0	0	16.79084085	0	0	16.79084085	0	0	0	0	0	0	0	0	0	0	0	995.3027333
ASPTA	0	0	0	-31.06488843	0	0	-31.06488843	0	0	0	0	0	0	0	0	0	0	0	-996.7744822
ATPS4pp	0	0	0	1000	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	147.3272265
BACCLi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPNT	0	0	0	0.110042295	0	0	0.110042295	0	0	0	0	0	0	0	0	0	0	0	0.01134609
BTNCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA2tex	0	0	0	0.110042295	0	0	0.110042295	0	0	0	0	0	0	0	0	0	0	0	0.01134609
CAt4ipp	0	0	0	0.110042295	0	0	0.110042295	0	0	0	0	0	0	0	0	0	0	0	0.01134609
CBIAT	0	0	0	0.110042295	0	0	0.110042295	0	0	0	0	0	0	0	0	0	0	0	0.01134609
CBL1abcpp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBL1tex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBL2abcpp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBL2tex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2abc1pp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2tex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDOSKT	0	0	0	1.778694307	0	0	1.778694307	0	0	0	0	0	0	0	0	0	0	0	0.183395178
CDPEAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDPGHL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDPMEK	0	0	0	9.777150434	0	0	9.777150434	0	0	0	0	0	0	0	0	0	0	0	1.008089044
CHORM	0	0	0	4.288682123	0	0	4.288682123	0	0	0	0	0	0	0	0	0	0	0	0.442191566
CHORS	0	0	0	4.288682123	0	0	4.288682123	0	0	0	0	0	0	0	0	0	0	0	0.442191566
CLPNS140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNS160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNS180	0	0	0	0.378404767	0	0	0.378404767	0	0	0	0	0	0	0	0	0	0	0	0.039016041
CLPNSAI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNSAI17	0	0	0	0.378404767	0	0	0.378404767	0	0	0	0	0	0	0	0	0	0	0	0.039016041
CLPNSI14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNSI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNSI16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNSI17	0	0	0	0.378404767	0	0	0.378404767	0	0	0	0	0	0	0	0	0	0	0	0.039016041
CLtex	0	0	0	0.110042295	0	0	0.110042295	0	0	0	0	0	0	0	0	0	0	0	0.01134609
CO2tex	0	0	0	25.22406444	0	0	25.22406444	0	0	0	0	0	0	0	0	0	0	0	-87.9776624
CO2tpp	0	0	0	25.22406444	0	0	25.22406444	0	0	0	0	0	0	0	0	0	0	0	-87.9776624
COBALT2tex	0	0	0	0.110042295	0	0	0.110042295	0	0	0	0	0	0	0	0	0	0	0	0.01134609
CPC8MM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPPPGO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRO4t3pp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRO4tex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSNt2pp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSNtex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTPS1	0	0	0	22.23703714	0	0	22.23703714	0	0	0	0	0	0	0	0	0	0	0	2.292785987
CTPS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CU2tex	0	0	0	0.110042295	0	0	0.110042295	0	0	0	0	0	0	0	0	0	0	0	0.01134609
CYRDAAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYS_Ltex	0	0	0	2.926133554	0	0	2.926133554	0	0	0	0	0	0	0	0	0	0	0	0.301703773
CYSt2rpp	0	0	0	2.926133554	0	0	2.926133554	0	0	0	0	0	0	0	0	0	0	0	0.301703773
CYTBD2pp	0	0	0	0	0	0	525.8364259	0	0	0	0	0	0	0	0	0	0	0	0
CYTBDpp	0	0	0	525.8364259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYTD	0	0	0	878.4379021	0	0	876.8932232	0	0	0	0	0	0	0	0	0	0	0	0
CYTDK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393.2810611
CYTDK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYTDK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYTDK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYTDt2rpp	0	0	0	878.4379021	0	0	876.8932232	0	0	0	0	0	0	0	0	0	0	0	393.2810611
CYTDtex	0	0	0	878.4379021	0	0	876.8932232	0	0	0	0	0	0	0	0	0	0	0	393.2810611
CYTK1	0	0	0	18.76422811	0	0	18.76422811	0	0	0	0	0	0	0	0	0	0	0	395.2157774
CYTK2	0	0	0	-18.76422811	0	0	-18.76422811	0	0	0	0	0	0	0	0	0	0	0	-395.2157774
Coabcpp	0	0	0	0.110042295	0	0	0.110042295	0	0	0	0	0	0	0	0	0	0	0	0.01134609
Cuabcpp	0	0	0	0.110042295	0	0	0.110042295	0	0	0	0	0	0	0	0	0	0	0	0.01134609
Cut1pp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DADNt2rpp	0	0	0	-994.768682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.625609523
DAD_2tex	0	0	0	-994.768682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.625609523
DAPDC	0	0	0	95.44252048	0	0	95.44252048	0	0	0	0	0	0	0	0	0	0	0	0
DAPMDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYN120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYN140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYN141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYN160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYN161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYN180	0	0	0	1.513619067	0	0	1.513619067	0	0	0	0	0	0	0	0	0	0	0	0.156064163
DASYN181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYNAI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYNAI17	0	0	0	1.513619067	0	0	1.513619067	0	0	0	0	0	0	0	0	0	0	0	0.156064163
DASYNI14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYNI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYNI16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASYNI17	0	0	0	1.513619067	0	0	1.513619067	0	0	0	0	0	0	0	0	0	0	0	0.156064163
DB4PS	0	0	0	0.440169181	0	0	0.440169181	0	0	0	0	0	0	0	0	0	0	0	0.045384361
DCMPDAi	0	0	0	0	0	0	1.544678962	0	0	0	0	0	0	0	0	0	0	0	0
DCTPAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCYTD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.625609523
DCYTt2rpp	0	0	0	-18.76422811	0	0	-17.21954914	0	0	0	0	0	0	0	0	0	0	0	-392.5901679
DCYTtex	0	0	0	-18.76422811	0	0	-17.21954914	0	0	0	0	0	0	0	0	0	0	0	-392.5901679
DDPA	0	0	0	4.288682123	0	0	4.288682123	0	0	0	0	0	0	0	0	0	0	0	0.442191566
DDPGALA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGSNt2pp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGSNtex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHDPRy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHDPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHFOR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHFR	0	0	0	1.874805848	0	0	1.874805848	0	0	0	0	0	0	0	0	0	0	0	0.034038271
DHFS	0	0	0	0.330126886	0	0	0.330126886	0	0	0	0	0	0	0	0	0	0	0	0.034038271
DHNAOPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHNAOT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHNPA	0	0	0	0.330126886	0	0	0.330126886	0	0	0	0	0	0	0	0	0	0	0	0.034038271
DHORD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHORD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHORTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHPM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHPM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHPPDA	0	0	0	0.220084591	0	0	0.220084591	0	0	0	0	0	0	0	0	0	0	0	0.022692181
DHPS	0	0	0	0.330126886	0	0	0.330126886	0	0	0	0	0	0	0	0	0	0	0	0.034038271
DHQS	0	0	0	4.288682123	0	0	4.288682123	0	0	0	0	0	0	0	0	0	0	0	0.442191566
DHQTi	0	0	0	4.288682123	0	0	4.288682123	0	0	0	0	0	0	0	0	0	0	0	0.442191566
DINSt2pp	0	0	0	994.768682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DINtex	0	0	0	994.768682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMATT	0	0	0	0.888831858	0	0	0.888831858	0	0	0	0	0	0	0	0	0	0	0	0.091644459
DMPPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMPPS2r	0	0	0	0.888831858	0	0	0.888831858	0	0	0	0	0	0	0	0	0	0	0	0.091644459
DM_5DRIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DM_5MTR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DM_atp_c_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DM_clpn140(c)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DM_dhptd(c)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DM_hcys_L[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DM_kdo2lipid4L(c)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPCOAK	0	0	0	0.220084591	0	0	0.220084591	0	0	0	0	0	0	0	0	0	0	0	0.022692181
DPGM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
